ResponseID,Q,Q_group,A
r00934,Q6,G1,Others
r00934,Q8,G3,Others
r00934,Q40,G1,Others
r00934,Q11,G1,Others
r00934,Q41,G2,Others
r00934,Q37,,Others
r00934,Q3,G5,Others
r00934,Q1,G2,Others
r00934,Q16,,Others
r00934,Q35,G6,Others
r00934,Q25,,Maybe
r00934,Q4,,Others
r00934,Q23,G2,Maybe
r00934,Q19,G2,Others
r00934,Q31,G2,Yes
r00934,Q33,G3,No
r00934,Q14,G5,N/A
r00934,Q32,G3,No
r00934,Q38,G3,Others
r00934,Q13,G4,N/A
r00934,Q27,G4,N/A
r00935,Q34,G1,Yes
r00935,Q42,G1,N/A
r00935,Q20,G3,No
r00935,Q39,G1,No
r00935,Q5,G1,Yes
r00935,Q22,G4,Maybe
r00935,Q17,G2,No
r00935,Q24,,No
r00935,Q29,G5,Maybe
r00935,Q21,G2,Yes
r00935,Q36,,N/A
r00935,Q30,G3,Yes
r00935,Q7,G1,Others
r00935,Q2,G1,Others
r00935,Q15,G2,Others
r00935,Q12,G6,Others
r00935,Q26,G2,Others
r00935,Q28,G6,Others
r00935,Q18,G4,Others
r00935,Q10,G4,Others
r00935,Q9,G1,Maybe
r00935,Q6,G1,Maybe
r00935,Q8,G3,Maybe
r00935,Q40,G1,Maybe
r00935,Q11,G1,Maybe
r00935,Q41,G2,No
r00935,Q37,,No
r00935,Q3,G5,Maybe
r00935,Q1,G2,Maybe
r00935,Q16,,Maybe
r00935,Q35,G6,No
r00935,Q25,,No
r00935,Q4,,Others
r00935,Q23,G2,No
r00935,Q19,G2,Others
r00935,Q31,G2,Maybe
r00935,Q33,G3,No
r00935,Q14,G5,Yes
r00935,Q32,G3,Maybe
r00935,Q38,G3,No
r00935,Q13,G4,N/A
r00935,Q27,G4,N/A
r00936,Q34,G1,No
r00936,Q42,G1,Others
r00936,Q20,G3,N/A
r00936,Q39,G1,No
r00936,Q5,G1,N/A
r00936,Q22,G4,Maybe
r00936,Q17,G2,No
r00936,Q24,,No
r00936,Q29,G5,Maybe
r00936,Q21,G2,Yes
r00936,Q36,,Yes
r00936,Q30,G3,No
r00936,Q7,G1,Others
r00936,Q2,G1,Others
r00936,Q15,G2,Others
r00936,Q12,G6,Others
r00936,Q26,G2,Others
r00936,Q28,G6,Others
r00936,Q18,G4,Others
r00936,Q10,G4,Others
r00936,Q9,G1,No
r00936,Q6,G1,N/A
r00936,Q8,G3,No
r00936,Q40,G1,No
r00936,Q11,G1,N/A
r00936,Q41,G2,Maybe
r00936,Q37,,No
r00936,Q3,G5,Maybe
r00936,Q1,G2,Maybe
r00936,Q16,,Maybe
r00936,Q35,G6,No
r00936,Q25,,Maybe
r00936,Q4,,Others
r00936,Q23,G2,No
r00936,Q19,G2,Others
r00936,Q31,G2,Maybe
r00936,Q33,G3,No
r00936,Q14,G5,Maybe
r00936,Q32,G3,No
r00936,Q38,G3,Others
r00936,Q13,G4,N/A
r00936,Q27,G4,N/A
r00937,Q34,G1,N/A
r00937,Q42,G1,N/A
r00937,Q20,G3,Yes
r00937,Q39,G1,N/A
r00937,Q5,G1,Yes
r00937,Q22,G4,Yes
r00937,Q17,G2,No
r00937,Q24,,No
r00937,Q29,G5,Yes
r00937,Q21,G2,Yes
r00937,Q36,,Yes
r00937,Q30,G3,No
r00937,Q7,G1,Others
r00937,Q2,G1,Others
r00937,Q15,G2,Others
r00937,Q12,G6,Others
r00937,Q26,G2,Others
r00937,Q28,G6,Others
r00937,Q18,G4,Others
r00937,Q10,G4,Others
r00937,Q9,G1,N/A
r00937,Q6,G1,N/A
r00937,Q8,G3,No
r00937,Q40,G1,No
r00937,Q11,G1,N/A
r00937,Q41,G2,Maybe
r00937,Q37,,Maybe
r00937,Q3,G5,Maybe
r00937,Q1,G2,Maybe
r00937,Q16,,No
r00937,Q35,G6,Maybe
r00937,Q25,,Maybe
r00937,Q4,,Others
r00937,Q23,G2,Maybe
r00937,Q19,G2,Others
r00937,Q31,G2,Maybe
r00937,Q33,G3,Maybe
r00937,Q14,G5,N/A
r00937,Q32,G3,No
r00937,Q38,G3,Others
r00937,Q13,G4,N/A
r00937,Q27,G4,N/A
r00938,Q34,G1,N/A
r00938,Q42,G1,N/A
r00938,Q20,G3,No
r00938,Q39,G1,N/A
r00938,Q5,G1,N/A
r00938,Q22,G4,N/A
r00938,Q17,G2,Maybe
r00938,Q24,,No
r00938,Q29,G5,Maybe
r00938,Q21,G2,Maybe
r00938,Q36,,N/A
r00938,Q30,G3,No
r00938,Q7,G1,Others
r00938,Q2,G1,Others
r00938,Q15,G2,Others
r00938,Q12,G6,Others
r00938,Q26,G2,Others
r00938,Q28,G6,Others
r00938,Q18,G4,Others
r00938,Q10,G4,Others
r00938,Q9,G1,N/A
r00938,Q6,G1,N/A
r00938,Q8,G3,No
r00938,Q40,G1,Maybe
r00938,Q11,G1,Yes
r00938,Q41,G2,N/A
r00938,Q37,,Maybe
r00938,Q3,G5,Maybe
r00938,Q1,G2,Maybe
r00938,Q16,,Maybe
r00938,Q35,G6,No
r00938,Q25,,Maybe
r00938,Q4,,Others
r00938,Q23,G2,No
r00938,Q19,G2,Others
r00938,Q31,G2,Maybe
r00938,Q33,G3,No
r00938,Q14,G5,Maybe
r00938,Q32,G3,No
r00938,Q38,G3,Others
r00938,Q13,G4,Rare
r00938,Q27,G4,Maybe
r00939,Q34,G1,No
r00939,Q42,G1,Others
r00939,Q20,G3,No
r00939,Q39,G1,No
r00939,Q5,G1,N/A
r00939,Q22,G4,Maybe
r00939,Q17,G2,No
r00939,Q24,,No
r00939,Q29,G5,Maybe
r00939,Q21,G2,Yes
r00939,Q36,,Yes
r00939,Q30,G3,No
r00939,Q7,G1,Others
r00939,Q2,G1,Others
r00939,Q15,G2,Others
r00939,Q12,G6,Others
r00939,Q26,G2,Others
r00939,Q28,G6,Others
r00939,Q18,G4,Others
r00939,Q10,G4,Others
r00939,Q9,G1,Maybe
r00939,Q6,G1,Maybe
r00939,Q8,G3,No
r00939,Q40,G1,No
r00939,Q11,G1,N/A
r00939,Q41,G2,Maybe
r00939,Q37,,Maybe
r00939,Q3,G5,Maybe
r00939,Q1,G2,No
r00939,Q16,,No
r00939,Q35,G6,No
r00939,Q25,,No
r00939,Q4,,Others
r00939,Q23,G2,Maybe
r00939,Q19,G2,Others
r00939,Q31,G2,No
r00939,Q33,G3,No
r00939,Q14,G5,Neutral
r00939,Q32,G3,No
r00939,Q38,G3,Others
r00939,Q13,G4,Rare
r00939,Q27,G4,Maybe
r00940,Q34,G1,Others
r00940,Q42,G1,Others
r00940,Q20,G3,Others
r00940,Q39,G1,Others
r00940,Q5,G1,Others
r00940,Q22,G4,Others
r00940,Q17,G2,Others
r00940,Q24,,Others
r00940,Q29,G5,Others
r00940,Q21,G2,Others
r00940,Q36,,Others
r00940,Q30,G3,Others
r00940,Q7,G1,Yes
r00940,Q2,G1,No
r00940,Q15,G2,N/A
r00940,Q12,G6,Others
r00940,Q26,G2,N/A
r00940,Q28,G6,N/A
r00940,Q18,G4,Yes
r00940,Q10,G4,Maybe
r00940,Q9,G1,Yes
r00940,Q6,G1,Yes
r00940,Q8,G3,Maybe
r00940,Q40,G1,No
r00940,Q11,G1,Maybe
r00940,Q41,G2,Maybe
r00940,Q37,,Maybe
r00940,Q3,G5,Maybe
r00940,Q1,G2,Maybe
r00940,Q16,,Maybe
r00940,Q35,G6,Maybe
r00940,Q25,,No
r00940,Q4,,Others
r00940,Q23,G2,No
r00940,Q19,G2,Others
r00940,Q31,G2,Maybe
r00940,Q33,G3,No
r00940,Q14,G5,Yes
r00940,Q32,G3,Others
r00940,Q38,G3,Others
r00940,Q13,G4,Maybe
r00940,Q27,G4,Often
r00941,Q34,G1,Yes
r00941,Q42,G1,No
r00941,Q20,G3,No
r00941,Q39,G1,No
r00941,Q5,G1,N/A
r00941,Q22,G4,Maybe
r00941,Q17,G2,Maybe
r00941,Q24,,No
r00941,Q29,G5,No
r00941,Q21,G2,No
r00941,Q36,,N/A
r00941,Q30,G3,No
r00941,Q7,G1,Others
r00941,Q2,G1,Others
r00941,Q15,G2,Others
r00941,Q12,G6,Others
r00941,Q26,G2,Others
r00941,Q28,G6,Others
r00941,Q18,G4,Others
r00941,Q10,G4,Others
r00941,Q9,G1,No
r00941,Q6,G1,Yes
r00941,Q8,G3,No
r00941,Q40,G1,No
r00941,Q11,G1,N/A
r00941,Q41,G2,Yes
r00941,Q37,,Maybe
r00941,Q3,G5,No
r00941,Q1,G2,No
r00941,Q16,,N/A
r00941,Q35,G6,No
r00941,Q25,,No
r00941,Q4,,Others
r00941,Q23,G2,No
r00941,Q19,G2,Others
r00941,Q31,G2,Yes
r00941,Q33,G3,Yes
r00941,Q14,G5,Maybe
r00941,Q32,G3,Maybe
r00941,Q38,G3,Yes
r00941,Q13,G4,Maybe
r00941,Q27,G4,Maybe
r00942,Q34,G1,N/A
r00942,Q42,G1,Others
r00942,Q20,G3,N/A
r00942,Q39,G1,N/A
r00942,Q5,G1,N/A
r00942,Q22,G4,Yes
r00942,Q17,G2,No
r00942,Q24,,No
r00942,Q29,G5,No
r00942,Q21,G2,Maybe
r00942,Q36,,Yes
r00942,Q30,G3,No
r00942,Q7,G1,Others
r00942,Q2,G1,Others
r00942,Q15,G2,Others
r00942,Q12,G6,Others
r00942,Q26,G2,Others
r00942,Q28,G6,Others
r00942,Q18,G4,Others
r00942,Q10,G4,Others
r00942,Q9,G1,No
r00942,Q6,G1,N/A
r00942,Q8,G3,No
r00942,Q40,G1,No
r00942,Q11,G1,No
r00942,Q41,G2,Yes
r00942,Q37,,Maybe
r00942,Q3,G5,No
r00942,Q1,G2,No
r00942,Q16,,No
r00942,Q35,G6,No
r00942,Q25,,No
r00942,Q4,,Others
r00942,Q23,G2,No
r00942,Q19,G2,Others
r00942,Q31,G2,Yes
r00942,Q33,G3,Maybe
r00942,Q14,G5,No
r00942,Q32,G3,No
r00942,Q38,G3,Others
r00942,Q13,G4,N/A
r00942,Q27,G4,Maybe
r00943,Q34,G1,Yes
r00943,Q42,G1,No
r00943,Q20,G3,No
r00943,Q39,G1,Yes
r00943,Q5,G1,N/A
r00943,Q22,G4,Maybe
r00943,Q17,G2,Maybe
r00943,Q24,,No
r00943,Q29,G5,Maybe
r00943,Q21,G2,Maybe
r00943,Q36,,N/A
r00943,Q30,G3,No
r00943,Q7,G1,Others
r00943,Q2,G1,Others
r00943,Q15,G2,Others
r00943,Q12,G6,Others
r00943,Q26,G2,Others
r00943,Q28,G6,Others
r00943,Q18,G4,Others
r00943,Q10,G4,Others
r00943,Q9,G1,N/A
r00943,Q6,G1,N/A
r00943,Q8,G3,No
r00943,Q40,G1,No
r00943,Q11,G1,N/A
r00943,Q41,G2,N/A
r00943,Q37,,Maybe
r00943,Q3,G5,Maybe
r00943,Q1,G2,Maybe
r00943,Q16,,N/A
r00943,Q35,G6,No
r00943,Q25,,Maybe
r00943,Q4,,Others
r00943,Q23,G2,Maybe
r00943,Q19,G2,Others
r00943,Q31,G2,No
r00943,Q33,G3,Maybe
r00943,Q14,G5,Maybe
r00943,Q32,G3,No
r00943,Q38,G3,Others
r00943,Q13,G4,Rare
r00943,Q27,G4,Rare
r00944,Q34,G1,Yes
r00944,Q42,G1,Yes
r00944,Q20,G3,N/A
r00944,Q39,G1,Yes
r00944,Q5,G1,N/A
r00944,Q22,G4,Maybe
r00944,Q17,G2,Maybe
r00944,Q24,,No
r00944,Q29,G5,Maybe
r00944,Q21,G2,Yes
r00944,Q36,,Yes
r00944,Q30,G3,No
r00944,Q7,G1,Others
r00944,Q2,G1,Others
r00944,Q15,G2,Others
r00944,Q12,G6,Others
r00944,Q26,G2,Others
r00944,Q28,G6,Others
r00944,Q18,G4,Others
r00944,Q10,G4,Others
r00944,Q9,G1,Yes
r00944,Q6,G1,Yes
r00944,Q8,G3,Maybe
r00944,Q40,G1,Yes
r00944,Q11,G1,Yes
r00944,Q41,G2,Maybe
r00944,Q37,,Maybe
r00944,Q3,G5,Maybe
r00944,Q1,G2,Maybe
r00944,Q16,,Maybe
r00944,Q35,G6,Maybe
r00944,Q25,,Maybe
r00944,Q4,,Others
r00944,Q23,G2,No
r00944,Q19,G2,Others
r00944,Q31,G2,Yes
r00944,Q33,G3,No
r00944,Q14,G5,Yes
r00944,Q32,G3,Yes
r00944,Q38,G3,No
r00944,Q13,G4,Maybe
r00944,Q27,G4,Often
r00945,Q34,G1,N/A
r00945,Q42,G1,N/A
r00945,Q20,G3,N/A
r00945,Q39,G1,N/A
r00945,Q5,G1,Yes
r00945,Q22,G4,Maybe
r00945,Q17,G2,No
r00945,Q24,,No
r00945,Q29,G5,Maybe
r00945,Q21,G2,Yes
r00945,Q36,,Yes
r00945,Q30,G3,No
r00945,Q7,G1,Others
r00945,Q2,G1,Others
r00945,Q15,G2,Others
r00945,Q12,G6,Others
r00945,Q26,G2,Others
r00945,Q28,G6,Others
r00945,Q18,G4,Others
r00945,Q10,G4,Others
r00945,Q9,G1,Maybe
r00945,Q6,G1,Maybe
r00945,Q8,G3,Maybe
r00945,Q40,G1,Maybe
r00945,Q11,G1,Maybe
r00945,Q41,G2,No
r00945,Q37,,No
r00945,Q3,G5,Maybe
r00945,Q1,G2,Maybe
r00945,Q16,,Maybe
r00945,Q35,G6,No
r00945,Q25,,Yes
r00945,Q4,,Others
r00945,Q23,G2,Yes
r00945,Q19,G2,Others
r00945,Q31,G2,No
r00945,Q33,G3,No
r00945,Q14,G5,Yes
r00945,Q32,G3,No
r00945,Q38,G3,Others
r00945,Q13,G4,N/A
r00945,Q27,G4,N/A
r00946,Q34,G1,Others
r00946,Q42,G1,Others
r00946,Q20,G3,Others
r00946,Q39,G1,Others
r00946,Q5,G1,Others
r00946,Q22,G4,Others
r00946,Q17,G2,Others
r00946,Q24,,Others
r00946,Q29,G5,Others
r00946,Q21,G2,Others
r00946,Q36,,Others
r00946,Q30,G3,Others
r00946,Q7,G1,Yes
r00946,Q2,G1,Yes
r00946,Q15,G2,No
r00946,Q12,G6,Others
r00946,Q26,G2,No
r00946,Q28,G6,N/A
r00946,Q18,G4,Yes
r00946,Q10,G4,Rare
r00946,Q9,G1,Others
r00946,Q6,G1,Others
r00946,Q8,G3,Others
r00946,Q40,G1,Others
r00946,Q11,G1,Others
r00946,Q41,G2,Others
r00946,Q37,,Others
r00946,Q3,G5,Others
r00946,Q1,G2,Others
r00946,Q16,,Others
r00946,Q35,G6,Others
r00946,Q25,,No
r00946,Q4,,Others
r00946,Q23,G2,No
r00946,Q19,G2,Others
r00946,Q31,G2,Yes
r00946,Q33,G3,Yes
r00946,Q14,G5,Maybe
r00946,Q32,G3,No
r00946,Q38,G3,Others
r00946,Q13,G4,No
r00946,Q27,G4,Maybe
r00947,Q34,G1,N/A
r00947,Q42,G1,No
r00947,Q20,G3,No
r00947,Q39,G1,No
r00947,Q5,G1,Yes
r00947,Q22,G4,Yes
r00947,Q17,G2,No
r00947,Q24,,No
r00947,Q29,G5,Maybe
r00947,Q21,G2,Yes
r00947,Q36,,Yes
r00947,Q30,G3,No
r00947,Q7,G1,Others
r00947,Q2,G1,Others
r00947,Q15,G2,Others
r00947,Q12,G6,Others
r00947,Q26,G2,Others
r00947,Q28,G6,Others
r00947,Q18,G4,Others
r00947,Q10,G4,Others
r00947,Q9,G1,Others
r00947,Q6,G1,Others
r00947,Q8,G3,Others
r00947,Q40,G1,Others
r00947,Q11,G1,Others
r00947,Q41,G2,Others
r00947,Q37,,Others
r00947,Q3,G5,Others
r00947,Q1,G2,Others
r00947,Q16,,Others
r00947,Q35,G6,Others
r00947,Q25,,No
r00947,Q4,,Others
r00947,Q23,G2,No
r00947,Q19,G2,Others
r00947,Q31,G2,Maybe
r00947,Q33,G3,Maybe
r00947,Q14,G5,Maybe
r00947,Q32,G3,No
r00947,Q38,G3,Others
r00947,Q13,G4,N/A
r00947,Q27,G4,N/A
r00948,Q34,G1,Yes
r00948,Q42,G1,N/A
r00948,Q20,G3,No
r00948,Q39,G1,No
r00948,Q5,G1,N/A
r00948,Q22,G4,Neutral
r00948,Q17,G2,Yes
r00948,Q24,,Maybe
r00948,Q29,G5,No
r00948,Q21,G2,Maybe
r00948,Q36,,No
r00948,Q30,G3,Yes
r00948,Q7,G1,Others
r00948,Q2,G1,Others
r00948,Q15,G2,Others
r00948,Q12,G6,Others
r00948,Q26,G2,Others
r00948,Q28,G6,Others
r00948,Q18,G4,Others
r00948,Q10,G4,Others
r00948,Q9,G1,Maybe
r00948,Q6,G1,Maybe
r00948,Q8,G3,No
r00948,Q40,G1,Maybe
r00948,Q11,G1,N/A
r00948,Q41,G2,Maybe
r00948,Q37,,Maybe
r00948,Q3,G5,Maybe
r00948,Q1,G2,Maybe
r00948,Q16,,N/A
r00948,Q35,G6,Maybe
r00948,Q25,,No
r00948,Q4,,Others
r00948,Q23,G2,No
r00948,Q19,G2,Others
r00948,Q31,G2,Yes
r00948,Q33,G3,Maybe
r00948,Q14,G5,Maybe
r00948,Q32,G3,Maybe
r00948,Q38,G3,Yes
r00948,Q13,G4,Rare
r00948,Q27,G4,Often
r00949,Q34,G1,Others
r00949,Q42,G1,Others
r00949,Q20,G3,Others
r00949,Q39,G1,Others
r00949,Q5,G1,Others
r00949,Q22,G4,Others
r00949,Q17,G2,Others
r00949,Q24,,Others
r00949,Q29,G5,Others
r00949,Q21,G2,Others
r00949,Q36,,Others
r00949,Q30,G3,Others
r00949,Q7,G1,Yes
r00949,Q2,G1,Yes
r00949,Q15,G2,No
r00949,Q12,G6,Others
r00949,Q26,G2,Maybe
r00949,Q28,G6,No
r00949,Q18,G4,Yes
r00949,Q10,G4,Rare
r00949,Q9,G1,No
r00949,Q6,G1,Yes
r00949,Q8,G3,No
r00949,Q40,G1,No
r00949,Q11,G1,N/A
r00949,Q41,G2,N/A
r00949,Q37,,No
r00949,Q3,G5,Maybe
r00949,Q1,G2,Maybe
r00949,Q16,,N/A
r00949,Q35,G6,No
r00949,Q25,,Maybe
r00949,Q4,,Others
r00949,Q23,G2,Maybe
r00949,Q19,G2,Others
r00949,Q31,G2,Maybe
r00949,Q33,G3,Maybe
r00949,Q14,G5,Yes
r00949,Q32,G3,No
r00949,Q38,G3,Others
r00949,Q13,G4,No
r00949,Q27,G4,Maybe
r00950,Q34,G1,N/A
r00950,Q42,G1,N/A
r00950,Q20,G3,No
r00950,Q39,G1,No
r00950,Q5,G1,N/A
r00950,Q22,G4,Maybe
r00950,Q17,G2,Maybe
r00950,Q24,,No
r00950,Q29,G5,No
r00950,Q21,G2,Maybe
r00950,Q36,,N/A
r00950,Q30,G3,No
r00950,Q7,G1,Others
r00950,Q2,G1,Others
r00950,Q15,G2,Others
r00950,Q12,G6,Others
r00950,Q26,G2,Others
r00950,Q28,G6,Others
r00950,Q18,G4,Others
r00950,Q10,G4,Others
r00950,Q9,G1,N/A
r00950,Q6,G1,N/A
r00950,Q8,G3,No
r00950,Q40,G1,No
r00950,Q11,G1,N/A
r00950,Q41,G2,N/A
r00950,Q37,,No
r00950,Q3,G5,Maybe
r00950,Q1,G2,Maybe
r00950,Q16,,N/A
r00950,Q35,G6,No
r00950,Q25,,No
r00950,Q4,,Others
r00950,Q23,G2,No
r00950,Q19,G2,Others
r00950,Q31,G2,Maybe
r00950,Q33,G3,Maybe
r00950,Q14,G5,No
r00950,Q32,G3,No
r00950,Q38,G3,Others
r00950,Q13,G4,Rare
r00950,Q27,G4,Maybe
r00951,Q34,G1,N/A
r00951,Q42,G1,No
r00951,Q20,G3,No
r00951,Q39,G1,N/A
r00951,Q5,G1,N/A
r00951,Q22,G4,N/A
r00951,Q17,G2,No
r00951,Q24,,No
r00951,Q29,G5,Yes
r00951,Q21,G2,Yes
r00951,Q36,,N/A
r00951,Q30,G3,No
r00951,Q7,G1,Others
r00951,Q2,G1,Others
r00951,Q15,G2,Others
r00951,Q12,G6,Others
r00951,Q26,G2,Others
r00951,Q28,G6,Others
r00951,Q18,G4,Others
r00951,Q10,G4,Others
r00951,Q9,G1,N/A
r00951,Q6,G1,N/A
r00951,Q8,G3,No
r00951,Q40,G1,No
r00951,Q11,G1,N/A
r00951,Q41,G2,N/A
r00951,Q37,,No
r00951,Q3,G5,Maybe
r00951,Q1,G2,Maybe
r00951,Q16,,N/A
r00951,Q35,G6,No
r00951,Q25,,Maybe
r00951,Q4,,Others
r00951,Q23,G2,Maybe
r00951,Q19,G2,Others
r00951,Q31,G2,Maybe
r00951,Q33,G3,No
r00951,Q14,G5,N/A
r00951,Q32,G3,No
r00951,Q38,G3,Others
r00951,Q13,G4,N/A
r00951,Q27,G4,N/A
r00952,Q34,G1,Others
r00952,Q42,G1,Others
r00952,Q20,G3,Others
r00952,Q39,G1,Others
r00952,Q5,G1,Others
r00952,Q22,G4,Others
r00952,Q17,G2,Others
r00952,Q24,,Others
r00952,Q29,G5,Others
r00952,Q21,G2,Others
r00952,Q36,,Others
r00952,Q30,G3,Others
r00952,Q7,G1,No
r00952,Q2,G1,Maybe
r00952,Q15,G2,No
r00952,Q12,G6,N/A
r00952,Q26,G2,Maybe
r00952,Q28,G6,N/A
r00952,Q18,G4,Yes
r00952,Q10,G4,Maybe
r00952,Q9,G1,No
r00952,Q6,G1,N/A
r00952,Q8,G3,No
r00952,Q40,G1,No
r00952,Q11,G1,N/A
r00952,Q41,G2,Maybe
r00952,Q37,,Maybe
r00952,Q3,G5,Yes
r00952,Q1,G2,Maybe
r00952,Q16,,N/A
r00952,Q35,G6,No
r00952,Q25,,Maybe
r00952,Q4,,Others
r00952,Q23,G2,No
r00952,Q19,G2,Others
r00952,Q31,G2,Maybe
r00952,Q33,G3,Maybe
r00952,Q14,G5,Maybe
r00952,Q32,G3,Maybe
r00952,Q38,G3,Others
r00952,Q13,G4,Maybe
r00952,Q27,G4,Maybe
r00953,Q34,G1,Yes
r00953,Q42,G1,No
r00953,Q20,G3,Yes
r00953,Q39,G1,Yes
r00953,Q5,G1,Yes
r00953,Q22,G4,Maybe
r00953,Q17,G2,Maybe
r00953,Q24,,No
r00953,Q29,G5,No
r00953,Q21,G2,Maybe
r00953,Q36,,Yes
r00953,Q30,G3,No
r00953,Q7,G1,Others
r00953,Q2,G1,Others
r00953,Q15,G2,Others
r00953,Q12,G6,Others
r00953,Q26,G2,Others
r00953,Q28,G6,Others
r00953,Q18,G4,Others
r00953,Q10,G4,Others
r00953,Q9,G1,Others
r00953,Q6,G1,Others
r00953,Q8,G3,Others
r00953,Q40,G1,Others
r00953,Q11,G1,Others
r00953,Q41,G2,Others
r00953,Q37,,Others
r00953,Q3,G5,Others
r00953,Q1,G2,Others
r00953,Q16,,Others
r00953,Q35,G6,Others
r00953,Q25,,No
r00953,Q4,,Others
r00953,Q23,G2,No
r00953,Q19,G2,Others
r00953,Q31,G2,Maybe
r00953,Q33,G3,No
r00953,Q14,G5,Maybe
r00953,Q32,G3,Yes
r00953,Q38,G3,Yes
r00953,Q13,G4,Rare
r00953,Q27,G4,Maybe
r00954,Q34,G1,Yes
r00954,Q42,G1,Yes
r00954,Q20,G3,Yes
r00954,Q39,G1,Yes
r00954,Q5,G1,Yes
r00954,Q22,G4,Yes
r00954,Q17,G2,No
r00954,Q24,,No
r00954,Q29,G5,Maybe
r00954,Q21,G2,Yes
r00954,Q36,,N/A
r00954,Q30,G3,No
r00954,Q7,G1,Others
r00954,Q2,G1,Others
r00954,Q15,G2,Others
r00954,Q12,G6,Others
r00954,Q26,G2,Others
r00954,Q28,G6,Others
r00954,Q18,G4,Others
r00954,Q10,G4,Others
r00954,Q9,G1,N/A
r00954,Q6,G1,N/A
r00954,Q8,G3,No
r00954,Q40,G1,No
r00954,Q11,G1,N/A
r00954,Q41,G2,N/A
r00954,Q37,,No
r00954,Q3,G5,Maybe
r00954,Q1,G2,No
r00954,Q16,,N/A
r00954,Q35,G6,No
r00954,Q25,,Yes
r00954,Q4,,Others
r00954,Q23,G2,Maybe
r00954,Q19,G2,Others
r00954,Q31,G2,Maybe
r00954,Q33,G3,Maybe
r00954,Q14,G5,Maybe
r00954,Q32,G3,No
r00954,Q38,G3,Others
r00954,Q13,G4,Maybe
r00954,Q27,G4,Often
r00955,Q34,G1,No
r00955,Q42,G1,No
r00955,Q20,G3,No
r00955,Q39,G1,No
r00955,Q5,G1,N/A
r00955,Q22,G4,N/A
r00955,Q17,G2,Yes
r00955,Q24,,No
r00955,Q29,G5,No
r00955,Q21,G2,No
r00955,Q36,,N/A
r00955,Q30,G3,No
r00955,Q7,G1,Others
r00955,Q2,G1,Others
r00955,Q15,G2,Others
r00955,Q12,G6,Others
r00955,Q26,G2,Others
r00955,Q28,G6,Others
r00955,Q18,G4,Others
r00955,Q10,G4,Others
r00955,Q9,G1,Maybe
r00955,Q6,G1,Yes
r00955,Q8,G3,No
r00955,Q40,G1,Maybe
r00955,Q11,G1,Yes
r00955,Q41,G2,Yes
r00955,Q37,,Maybe
r00955,Q3,G5,Maybe
r00955,Q1,G2,Maybe
r00955,Q16,,Maybe
r00955,Q35,G6,Maybe
r00955,Q25,,Yes
r00955,Q4,,Others
r00955,Q23,G2,Maybe
r00955,Q19,G2,Others
r00955,Q31,G2,Yes
r00955,Q33,G3,Yes
r00955,Q14,G5,Yes
r00955,Q32,G3,Maybe
r00955,Q38,G3,No
r00955,Q13,G4,No
r00955,Q27,G4,Rare
r00956,Q34,G1,N/A
r00956,Q42,G1,N/A
r00956,Q20,G3,No
r00956,Q39,G1,No
r00956,Q5,G1,N/A
r00956,Q22,G4,Maybe
r00956,Q17,G2,Maybe
r00956,Q24,,No
r00956,Q29,G5,Maybe
r00956,Q21,G2,Yes
r00956,Q36,,N/A
r00956,Q30,G3,No
r00956,Q7,G1,Others
r00956,Q2,G1,Others
r00956,Q15,G2,Others
r00956,Q12,G6,Others
r00956,Q26,G2,Others
r00956,Q28,G6,Others
r00956,Q18,G4,Others
r00956,Q10,G4,Others
r00956,Q9,G1,N/A
r00956,Q6,G1,N/A
r00956,Q8,G3,No
r00956,Q40,G1,No
r00956,Q11,G1,N/A
r00956,Q41,G2,Maybe
r00956,Q37,,Maybe
r00956,Q3,G5,Maybe
r00956,Q1,G2,No
r00956,Q16,,N/A
r00956,Q35,G6,No
r00956,Q25,,Maybe
r00956,Q4,,Others
r00956,Q23,G2,No
r00956,Q19,G2,Others
r00956,Q31,G2,Yes
r00956,Q33,G3,Maybe
r00956,Q14,G5,Maybe
r00956,Q32,G3,Maybe
r00956,Q38,G3,No
r00956,Q13,G4,N/A
r00956,Q27,G4,N/A
r00957,Q34,G1,Others
r00957,Q42,G1,Others
r00957,Q20,G3,Others
r00957,Q39,G1,Others
r00957,Q5,G1,Others
r00957,Q22,G4,Others
r00957,Q17,G2,Others
r00957,Q24,,Others
r00957,Q29,G5,Others
r00957,Q21,G2,Others
r00957,Q36,,Others
r00957,Q30,G3,Others
r00957,Q7,G1,No
r00957,Q2,G1,Maybe
r00957,Q15,G2,No
r00957,Q12,G6,Others
r00957,Q26,G2,No
r00957,Q28,G6,N/A
r00957,Q18,G4,Yes
r00957,Q10,G4,Rare
r00957,Q9,G1,No
r00957,Q6,G1,N/A
r00957,Q8,G3,No
r00957,Q40,G1,No
r00957,Q11,G1,N/A
r00957,Q41,G2,Yes
r00957,Q37,,Maybe
r00957,Q3,G5,No
r00957,Q1,G2,No
r00957,Q16,,N/A
r00957,Q35,G6,Maybe
r00957,Q25,,No
r00957,Q4,,Others
r00957,Q23,G2,No
r00957,Q19,G2,Others
r00957,Q31,G2,Yes
r00957,Q33,G3,Yes
r00957,Q14,G5,Maybe
r00957,Q32,G3,Others
r00957,Q38,G3,Others
r00957,Q13,G4,Rare
r00957,Q27,G4,Often
r00958,Q34,G1,Yes
r00958,Q42,G1,No
